Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
1101,Smart Watch,Cracked Screen,"Printer, Laptop",Are you aware we offer comprehensive coverage for multiple devices in your home with HomeTech Protection?,True,False
1102,Tablet,Warranty Claim,"Desktop, Smart Speaker, Sound Bar, Smart Thermostat, Smart Security Camera, Smart Headphones, Gaming System",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1103,Tablet,Phone Setup/Restore,"Printer, Desktop, Smart Thermostat, Smart Headphones, Laptop, Smart Speaker, Smart Security Camera, Gaming System, Smart TV, Fitness Tracker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
1104,Phone,Phone Setup/Restore,"Laptop, Smart Security Camera",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1105,Smart Watch,Other,Smart Security Camera,Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1106,Phone,Cracked Screen,"Desktop, Printer, Fitness Tracker, Smart Speaker","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1107,Phone,Slow Performance,"Smart Security Camera, Laptop, Smart Thermostat, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1108,Smart Watch,Battery Problem,"Smart Speaker, Sound Bar, Smart Thermostat","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1109,Phone,Cracked Screen,"Smart Security Camera, Laptop, Smart TV, Smart Thermostat, Gaming System, Smart Headphones, Printer, Fitness Tracker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1110,Tablet,Connectivity Issue,"Sound Bar, Printer, Smart Speaker","HomeTech Protection can cover all your smart devices, including fitness trackers. It's a great way to protect your investment.",False,False
1111,Tablet,Software Issue,"Smart Speaker, Smart TV, Gaming System",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1112,Tablet,Phone Setup/Restore,"Desktop, Smart Security Camera, Smart Thermostat, Smart Speaker, Smart Headphones, Sound Bar, Gaming System, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1113,Smart Watch,Network Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
1114,Phone,Cracked Screen,"Printer, Smart TV, Laptop, Smart Thermostat, Sound Bar, Gaming System, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
1115,Phone,Other,"Smart Thermostat, Printer","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1116,Phone,Slow Performance,"Fitness Tracker, Gaming System, Sound Bar, Printer, Laptop, Smart Speaker, Smart TV, Smart Security Camera, Smart Headphones, Desktop, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1117,Smart Watch,Software Issue,"Laptop, Smart Thermostat, Printer, Sound Bar, Desktop, Smart TV, Gaming System, Smart Speaker, Fitness Tracker, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1118,Phone,Network Issue,Printer,What other tech do you have at home that you'd want protected?,True,False
1119,Phone,Connectivity Issue,"Smart Speaker, Smart Security Camera, Sound Bar, Smart TV, Smart Headphones, Gaming System, Fitness Tracker, Laptop, Printer, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1120,Phone,Connectivity Issue,"Smart TV, Smart Headphones, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1121,Phone,Connectivity Issue,"Gaming System, Sound Bar, Smart Speaker, Laptop, Desktop, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1122,Smart Watch,Slow Performance,Printer,"With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",False,False
1123,Tablet,Battery Problem,"Smart Thermostat, Sound Bar, Gaming System, Smart Security Camera, Smart TV, Fitness Tracker, Laptop, Printer, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1124,Smart Watch,Other,"Smart TV, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1125,Smart Watch,Phone Setup/Restore,"Laptop, Smart Thermostat, Gaming System, Smart TV, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1126,Phone,Other,"Smart Thermostat, Desktop, Laptop",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
1127,Phone,Network Issue,Smart Thermostat,"I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1128,Tablet,Software Issue,"Smart Speaker, Smart TV, Laptop, Smart Security Camera, Desktop, Smart Headphones, Printer, Smart Thermostat, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1129,Smart Watch,Battery Problem,"Smart Speaker, Smart TV, Fitness Tracker, Desktop, Gaming System, Smart Headphones, Printer, Sound Bar, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1130,Phone,App Issue,"Smart Speaker, Smart Security Camera, Smart TV, Desktop, Sound Bar",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1131,Phone,Battery Problem,"Laptop, Smart Headphones, Fitness Tracker, Desktop, Smart Speaker, Sound Bar, Gaming System, Smart Thermostat, Smart Security Camera, Printer, Smart TV","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1132,Smart Watch,Other,"Smart Speaker, Sound Bar, Smart Security Camera, Smart Headphones, Desktop, Smart Thermostat, Fitness Tracker, Smart TV, Gaming System",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1133,Phone,App Issue,"Smart Headphones, Gaming System, Smart Thermostat, Fitness Tracker, Sound Bar, Smart Security Camera, Printer, Smart Speaker, Smart TV, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1134,Tablet,App Issue,"Smart TV, Laptop, Gaming System, Smart Speaker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1135,Tablet,Phone Setup/Restore,"Smart Thermostat, Smart Speaker, Printer, Laptop, Sound Bar, Desktop, Smart TV, Fitness Tracker, Smart Security Camera, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1136,Phone,Network Issue,"Fitness Tracker, Desktop, Smart Thermostat, Smart Speaker, Gaming System, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1137,Smart Watch,Slow Performance,"Printer, Desktop, Sound Bar, Gaming System","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1138,Smart Watch,Connectivity Issue,"Smart Security Camera, Sound Bar, Printer, Laptop, Fitness Tracker, Smart Thermostat, Smart Headphones, Smart Speaker","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",False,False
1139,Tablet,Battery Problem,"Smart Speaker, Smart Security Camera, Smart Thermostat, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
